"date"""equipment_id"""total_operational_hours"""utilization_percentage"""avg_fuel_consumption"""maintenance_alerts_count"""fuel_efficiency"""processed_timestamp"
2025-06-01"TR001"7.0"29.166666666666668"43.260000000000005"0"0.16181229773462782"2025-08-03 18:40:44
2025-06-01"TR002"11.0"45.83333333333333"53.26"0"0.20653398422831393"2025-08-03 18:40:44
2025-06-01"TR003"7.0"29.166666666666668"42.6"1"0.16431924882629106"2025-08-03 18:40:44
2025-06-01"TR004"7.0"29.166666666666668"41.49"0"0.16871535309713184"2025-08-03 18:40:44
2025-06-01"TR005"9.0"37.5"64.77"1"0.13895321908290875"2025-08-03 18:40:44
2025-06-02"TR001"12.0"50.0"64.78"2"0.18524235875270145"2025-08-03 18:40:44
2025-06-02"TR002"6.0"25.0"28.369999999999997"1"0.21149101163200565"2025-08-03 18:40:44
2025-06-02"TR003"9.0"37.5"41.7"0"0.2158273381294964"2025-08-03 18:40:44
2025-06-02"TR004"10.0"41.66666666666667"53.16"0"0.18811136192626035"2025-08-03 18:40:44
2025-06-02"TR005"5.0"20.833333333333336"11.690000000000001"0"0.427715996578272"2025-08-03 18:40:44
2025-06-03"TR001"7.0"29.166666666666668"46.6"1"0.1502145922746781"2025-08-03 18:40:44
2025-06-03"TR002"9.0"37.5"47.21"0"0.19063757678457954"2025-08-03 18:40:44
2025-06-03"TR003"8.0"33.33333333333333"47.7"1"0.16771488469601675"2025-08-03 18:40:44
2025-06-03"TR004"11.0"45.83333333333333"53.55"1"0.2054154995331466"2025-08-03 18:40:44
2025-06-03"TR005"10.0"41.66666666666667"46.9"0"0.21321961620469085"2025-08-03 18:40:44
2025-06-04"TR001"10.0"41.66666666666667"51.620000000000005"1"0.1937233630375823"2025-08-03 18:40:44
2025-06-04"TR002"8.0"33.33333333333333"36.39"0"0.21984061555372356"2025-08-03 18:40:44
2025-06-04"TR003"6.0"25.0"20.73"0"0.2894356005788712"2025-08-03 18:40:44
2025-06-04"TR004"5.0"20.833333333333336"23.73"0"0.21070375052675938"2025-08-03 18:40:44
2025-06-04"TR005"6.0"25.0"32.78"0"0.1830384380719951"2025-08-03 18:40:44
2025-06-05"TR001"8.0"33.33333333333333"27.0"0"0.2962962962962963"2025-08-03 18:40:44
2025-06-05"TR002"12.0"50.0"68.31"0"0.1756697408871322"2025-08-03 18:40:44
2025-06-05"TR003"7.0"29.166666666666668"43.190000000000005"0"0.16207455429497566"2025-08-03 18:40:44
2025-06-05"TR004"8.0"33.33333333333333"40.43"0"0.19787286668315607"2025-08-03 18:40:44
2025-06-05"TR005"7.0"29.166666666666668"24.95"0"0.280561122244489"2025-08-03 18:40:44
2025-06-06"TR001"8.0"33.33333333333333"34.9"0"0.22922636103151864"2025-08-03 18:40:44
2025-06-06"TR002"6.0"25.0"32.46"0"0.18484288354898337"2025-08-03 18:40:44
2025-06-06"TR003"4.0"16.666666666666664"26.85"0"0.14897579143389197"2025-08-03 18:40:44
2025-06-06"TR004"9.0"37.5"34.81"0"0.2585463947141626"2025-08-03 18:40:44
2025-06-06"TR005"2.0"8.333333333333332"10.54"0"0.18975332068311196"2025-08-03 18:40:44
2025-06-07"TR001"5.0"20.833333333333336"29.1"0"0.1718213058419244"2025-08-03 18:40:44
2025-06-07"TR002"13.0"54.166666666666664"53.5"1"0.24299065420560748"2025-08-03 18:40:44
2025-06-07"TR003"6.0"25.0"23.91"2"0.25094102885821834"2025-08-03 18:40:44
2025-06-07"TR004"10.0"41.66666666666667"43.57"1"0.22951572182694516"2025-08-03 18:40:44
2025-06-07"TR005"6.0"25.0"24.41"0"0.2458009012699713"2025-08-03 18:40:44
2025-06-08"TR001"3.0"12.5"8.89"1"0.3374578177727784"2025-08-03 18:40:44
2025-06-08"TR002"8.0"33.33333333333333"48.66"0"0.16440608302507195"2025-08-03 18:40:44
